Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
El Salvador,SLV,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,878016,866281,857918,852262,..
El Salvador,SLV,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,916532,903986,895308,889786,..
El Salvador,SLV,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,2192773,2215154,2233898,2249693,..
El Salvador,SLV,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,1847201,1866901,1883247,1896897,..
El Salvador,SLV,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,210497,214806,219254,223747,..
El Salvador,SLV,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,280105,289015,298497,308358,..
El Salvador,SLV,"""Population, female""",SP.POP.TOTL.FE.IN,3350894,3370450,3390313,3410314,..
El Salvador,SLV,"""Population, male""",SP.POP.TOTL.MA.IN,2974230,2985693,2997809,3010430,..
El Salvador,SLV,"""Population, total""",SP.POP.TOTL,6325124,6356143,6388122,6420744,..
Equatorial Guinea,GNQ,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Equatorial Guinea,GNQ,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Equatorial Guinea,GNQ,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,57.359,57.713,58.061,58.402,..
Equatorial Guinea,GNQ,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,94.2,90.9,88.2,85.3,..
Equatorial Guinea,GNQ,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,27,30,30,30,..
Equatorial Guinea,GNQ,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,11278.92894,9244.051798,9738.434224,10261.76001,..
Equatorial Guinea,GNQ,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Equatorial Guinea,GNQ,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Equatorial Guinea,GNQ,"""Population density (people per sq. km of land area)""",EN.POP.DNST,41.66017825,43.32188948,44.99112299,46.66573975,..
Equatorial Guinea,GNQ,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Equatorial Guinea,GNQ,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,216230,224436,232218,239800,..
Equatorial Guinea,GNQ,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,222307,230606,238287,246016,..
Equatorial Guinea,GNQ,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,291282,302135,313632,325572,..
Equatorial Guinea,GNQ,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,409119,427523,446520,465421,..
Equatorial Guinea,GNQ,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,14556,14940,15303,15621,..
Equatorial Guinea,GNQ,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,15074,15539,16041,16544,..
Equatorial Guinea,GNQ,"""Population, female""",SP.POP.TOTL.FE.IN,522586,542110,561891,581916,..
Equatorial Guinea,GNQ,"""Population, male""",SP.POP.TOTL.MA.IN,645982,673069,700110,727058,..
Equatorial Guinea,GNQ,"""Population, total""",SP.POP.TOTL,1168568,1215179,1262001,1308974,..
Eritrea,ERI,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Eritrea,ERI,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Eritrea,ERI,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,64.664,65.111,65.538,65.941,..
Eritrea,ERI,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,46.6,44.9,43.4,41.9,..
Eritrea,ERI,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,97,99,99,99,..
Eritrea,ERI,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,..,..,..,..,..
Eritrea,ERI,"""International tourism, number of arrivals""",ST.INT.ARVL,114000,142000,..,..,..
Eritrea,ERI,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Eritrea,ERI,"""Population density (people per sq. km of land area)""",EN.POP.DNST,..,..,..,..,..
Eritrea,ERI,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Eritrea,ERI,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
Eritrea,ERI,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
Eritrea,ERI,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
Eritrea,ERI,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
Eritrea,ERI,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
Eritrea,ERI,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
Eritrea,ERI,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
Eritrea,ERI,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
Eritrea,ERI,"""Population, total""",SP.POP.TOTL,..,..,..,..,..
Estonia,EST,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Estonia,EST,"""Income share held by lowest 20%""",SI.DST.FRST.20,7.5,7.8,8.1,..,..
Estonia,EST,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,77.5902439,77.64146341,78.09268293,78.54390244,..
Estonia,EST,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,3.2,3,2.8,2.6,..
Estonia,EST,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,93,93,93,87,..
Estonia,EST,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,17522.23019,18237.29584,20337.84973,23266.34627,..
Estonia,EST,"""International tourism, number of arrivals""",ST.INT.ARVL,2961000,3131000,3244000,3234000,..
Estonia,EST,"""International tourism, number of departures""",ST.INT.DPRT,1250000,1339000,1279000,2069000,..
Estonia,EST,"""Population density (people per sq. km of land area)""",EN.POP.DNST,30.26011042,30.2689211,30.30559006,30.38610536,..
Estonia,EST,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Estonia,EST,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,103140,103221,103850,104955,..
Estonia,EST,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,109041,109023,109858,111284,..
Estonia,EST,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,432929,430087,426732,423454,..
Estonia,EST,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,422712,422685,422518,422838,..
Estonia,EST,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,83508,85103,86854,89079,..
Estonia,EST,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,164077,165673,167572,170367,..
Estonia,EST,"""Population, female""",SP.POP.TOTL.FE.IN,700146,698980,698154,698776,..
Estonia,EST,"""Population, male""",SP.POP.TOTL.MA.IN,615261,616810,619230,623201,..
Estonia,EST,"""Population, total""",SP.POP.TOTL,1315407,1315790,1317384,1321977,..
Ethiopia,ETH,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,23.5,..,..,..,..
Ethiopia,ETH,"""Income share held by lowest 20%""",SI.DST.FRST.20,7.3,..,..,..,..
Ethiopia,ETH,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,65.048,65.482,65.872,66.24,..
Ethiopia,ETH,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,63.5,60.4,57.7,55.2,..
Ethiopia,ETH,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,65,66,65,61,..
Ethiopia,ETH,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,640.5418913,717.1245929,768.4250255,772.3135303,..
Ethiopia,ETH,"""International tourism, number of arrivals""",ST.INT.ARVL,864000,871000,933000,849000,..
Ethiopia,ETH,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Ethiopia,ETH,"""Population density (people per sq. km of land area)""",EN.POP.DNST,100.835458,103.603501,106.400024,109.224559,..
Ethiopia,ETH,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,3870785,4039927,4215965,4399674,..
Ethiopia,ETH,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,21008253,21347868,21672543,21991425,..
Ethiopia,ETH,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,21519146,21876360,22218367,22553651,..
Ethiopia,ETH,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,27554656,28520789,29520968,30542916,..
Ethiopia,ETH,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,27271148,28260378,29277115,30312496,..
Ethiopia,ETH,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,1618297,1669139,1719292,1769192,..
Ethiopia,ETH,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,1863958,1928967,1991739,2054879,..
Ethiopia,ETH,"""Population, female""",SP.POP.TOTL.FE.IN,50426867,51797624,53185250,54589220,..
Ethiopia,ETH,"""Population, male""",SP.POP.TOTL.MA.IN,50408591,51805877,53214774,54635339,..
Ethiopia,ETH,"""Population, total""",SP.POP.TOTL,100835458,103603501,106400024,109224559,..
Faroe Islands,FRO,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Faroe Islands,FRO,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Faroe Islands,FRO,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,81.79512195,82.04634146,82.29756098,82.54878049,..
Faroe Islands,FRO,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
Faroe Islands,FRO,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
Faroe Islands,FRO,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,52404.65933,55822.91472,..,..,..
Faroe Islands,FRO,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Faroe Islands,FRO,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Faroe Islands,FRO,"""Population density (people per sq. km of land area)""",EN.POP.DNST,34.4204856,34.50787815,34.62105866,34.73996983,..
Faroe Islands,FRO,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Faroe Islands,FRO,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
Faroe Islands,FRO,"""Population, total""",SP.POP.TOTL,48051,48173,48331,48497,..
Fiji,FJI,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Fiji,FJI,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Fiji,FJI,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,67.103,67.175,67.252,67.341,..
Fiji,FJI,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,24.6,25,25.4,25.6,..
Fiji,FJI,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,94,94,94,94,..
Fiji,FJI,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,5390.745237,5651.318055,6101.030839,6266.967965,..
Fiji,FJI,"""International tourism, number of arrivals""",ST.INT.ARVL,755000,792000,843000,870000,..
Fiji,FJI,"""International tourism, number of departures""",ST.INT.DPRT,..,156000,169000,174000,..
Fiji,FJI,"""Population density (people per sq. km of land area)""",EN.POP.DNST,47.5438971,47.75035577,48.02731253,48.35703339,..
Fiji,FJI,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Fiji,FJI,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,126206,126395,126797,127135,..
Fiji,FJI,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,133058,133099,133384,133602,..
Fiji,FJI,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,277432,278543,280015,281913,..
Fiji,FJI,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,288735,289536,290825,292683,..
Fiji,FJI,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,19576,20274,20940,21636,..
Fiji,FJI,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,23620,24552,25498,26514,..
Fiji,FJI,"""Population, female""",SP.POP.TOTL.FE.IN,427258,429490,432310,435562,..
Fiji,FJI,"""Population, male""",SP.POP.TOTL.MA.IN,441369,442909,445149,447921,..
Fiji,FJI,"""Population, total""",SP.POP.TOTL,868627,872399,877459,883483,..
Finland,FIN,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Finland,FIN,"""Income share held by lowest 20%""",SI.DST.FRST.20,9.4,9.4,9.4,..,..
Finland,FIN,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,81.4804878,81.42926829,81.63170732,81.83414634,..
Finland,FIN,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,2.2,2,1.8,1.7,..
Finland,FIN,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,95,94,94,96,..
Finland,FIN,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,42811.21299,43777.44009,46191.93116,50152.34014,..
Finland,FIN,"""International tourism, number of arrivals""",ST.INT.ARVL,2622000,2789000,3180000,3224000,..
Finland,FIN,"""International tourism, number of departures""",ST.INT.DPRT,8904000,9125000,9330000,9450000,..
Finland,FIN,"""Population density (people per sq. km of land area)""",EN.POP.DNST,18.03011089,18.08200783,18.1244908,18.15685565,..
Finland,FIN,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,1222294,1240942,1259875,1279096,..
Finland,FIN,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,439061,438583,437308,434984,..
Finland,FIN,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,459288,459010,457838,455503,..
Finland,FIN,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,1714087,1705195,1697451,1689720,..
Finland,FIN,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,1757800,1749986,1743532,1737291,..
Finland,FIN,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,479741,496861,511986,525215,..
Finland,FIN,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,629554,645669,660098,672812,..
Finland,FIN,"""Population, female""",SP.POP.TOTL.FE.IN,2782702,2789446,2794857,2797516,..
Finland,FIN,"""Population, male""",SP.POP.TOTL.MA.IN,2696829,2705857,2713357,2718009,..
Finland,FIN,"""Population, total""",SP.POP.TOTL,5479531,5495303,5508214,5515525,..
France,FRA,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
France,FRA,"""Income share held by lowest 20%""",SI.DST.FRST.20,7.9,8,8.1,..,..
France,FRA,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,82.32195122,82.52439024,82.52682927,82.52682927,..
France,FRA,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,4.1,4.1,4.1,4,..
France,FRA,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,91,90,90,90,..
France,FRA,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,36613.37522,36962.22229,38679.12715,41463.64402,..
France,FRA,"""International tourism, number of arrivals""",ST.INT.ARVL,84452000,82682000,86758000,89322000,..
France,FRA,"""International tourism, number of departures""",ST.INT.DPRT,26648000,26483000,29055000,26914000,..
France,FRA,"""Population density (people per sq. km of land area)""",EN.POP.DNST,121.6190587,122.1055871,122.1154053,122.3383957,..
France,FRA,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,15009039,15087034,15165467,15244343,..
France,FRA,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,5965483,5947046,5916311,5877038,..
France,FRA,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,6247729,6226581,6192788,6149567,..
France,FRA,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,21117850,21082037,21052527,21024494,..
France,FRA,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,20652157,20598905,20551633,20507102,..
France,FRA,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,5346042,5498063,5639407,5770806,..
France,FRA,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,7219012,7368625,7512478,7648100,..
France,FRA,"""Population, female""",SP.POP.TOTL.FE.IN,34302345,34397707,34481316,34549632,..
France,FRA,"""Population, male""",SP.POP.TOTL.MA.IN,32245927,32323549,32383828,32427475,..
France,FRA,"""Population, total""",SP.POP.TOTL,66548272,66721256,66865144,66977107,..
French Polynesia,PYF,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
French Polynesia,PYF,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
French Polynesia,PYF,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,76.787,77.024,77.251,77.462,..
French Polynesia,PYF,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
French Polynesia,PYF,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
French Polynesia,PYF,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,..,..,..,..,..
French Polynesia,PYF,"""International tourism, number of arrivals""",ST.INT.ARVL,184000,192000,199000,216300,..
French Polynesia,PYF,"""International tourism, number of departures""",ST.INT.DPRT,55000,48000,55000,47000,..
French Polynesia,PYF,"""Population density (people per sq. km of land area)""",EN.POP.DNST,74.62404372,75.0204918,75.43797814,75.86857923,..
French Polynesia,PYF,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
French Polynesia,PYF,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,31129,30597,30545,30700,..
French Polynesia,PYF,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,33385,32897,32647,32506,..
French Polynesia,PYF,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,93159,94041,94364,94421,..
French Polynesia,PYF,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,95652,96290,96708,97034,..
French Polynesia,PYF,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,9633,10086,10610,11175,..
French Polynesia,PYF,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,10165,10664,11230,11843,..
French Polynesia,PYF,"""Population, female""",SP.POP.TOTL.FE.IN,134454,135302,136138,136964,..
French Polynesia,PYF,"""Population, male""",SP.POP.TOTL.MA.IN,138670,139273,139965,140715,..
French Polynesia,PYF,"""Population, total""",SP.POP.TOTL,273124,274575,276103,277679,..
Gabon,GAB,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,33.4,..,..
Gabon,GAB,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,6,..,..
Gabon,GAB,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,64.913,65.418,65.839,66.187,..
Gabon,GAB,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,51,48.1,46,44.8,..
Gabon,GAB,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,68,64,63,59,..
Gabon,GAB,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,7381.746749,6979.709196,7212.535744,7952.525893,..
Gabon,GAB,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Gabon,GAB,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Gabon,GAB,"""Population density (people per sq. km of land area)""",EN.POP.DNST,7.558838825,7.792420538,8.013439671,8.224764233,..
Gabon,GAB,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Gabon,GAB,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,350669,363862,376493,388567,..
Gabon,GAB,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,356979,370787,383815,396112,..
Gabon,GAB,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,565270,580469,594986,609090,..
Gabon,GAB,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,604129,620358,635521,649980,..
Gabon,GAB,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,30721,31659,32505,33284,..
Gabon,GAB,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,39918,40739,41503,42242,..
Gabon,GAB,"""Population, female""",SP.POP.TOTL.FE.IN,955857,985069,1012982,1039899,..
Gabon,GAB,"""Population, male""",SP.POP.TOTL.MA.IN,991829,1022804,1051841,1079376,..
Gabon,GAB,"""Population, total""",SP.POP.TOTL,1947686,2007873,2064823,2119275,..
"Gambia, The",GMB,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,48.6,..,..,..,..
"Gambia, The",GMB,"""Income share held by lowest 20%""",SI.DST.FRST.20,7.4,..,..,..,..
"Gambia, The",GMB,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,60.91,61.166,61.44,61.735,..
"Gambia, The",GMB,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,64.7,62.6,60.4,58.4,..
"Gambia, The",GMB,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,97,97,90,91,..
"Gambia, The",GMB,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,660.7235712,682.7180203,679.7773326,716.118489,..
"Gambia, The",GMB,"""International tourism, number of arrivals""",ST.INT.ARVL,449000,450000,522000,552000,..
"Gambia, The",GMB,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
"Gambia, The",GMB,"""Population density (people per sq. km of land area)""",EN.POP.DNST,206.1126482,212.3655138,218.7642292,225.3065217,..
"Gambia, The",GMB,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
"Gambia, The",GMB,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,459943,473379,486773,500083,..
"Gambia, The",GMB,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,468341,481988,495657,509290,..
"Gambia, The",GMB,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,563220,580969,599542,618968,..
"Gambia, The",GMB,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,539009,556088,573983,592708,..
"Gambia, The",GMB,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,27350,27954,28453,28884,..
"Gambia, The",GMB,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,27997,28761,29486,30169,..
"Gambia, The",GMB,"""Population, female""",SP.POP.TOTL.FE.IN,1051160,1083109,1115801,1149220,..
"Gambia, The",GMB,"""Population, male""",SP.POP.TOTL.MA.IN,1034700,1066030,1098093,1130882,..
"Gambia, The",GMB,"""Population, total""",SP.POP.TOTL,2085860,2149139,2213894,2280102,..
Georgia,GEO,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,21.6,22,21.9,20.1,..
Georgia,GEO,"""Income share held by lowest 20%""",SI.DST.FRST.20,6.7,6.7,6.3,6.5,..
Georgia,GEO,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,72.973,73.207,73.414,73.6,..
Georgia,GEO,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,10.5,10.2,10,9.8,..
Georgia,GEO,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,96,93,95,98,..
Georgia,GEO,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,4014.185944,4062.169888,4357.011625,4717.143026,..
Georgia,GEO,"""International tourism, number of arrivals""",ST.INT.ARVL,3012000,3297000,4069400,4757000,..
Georgia,GEO,"""International tourism, number of departures""",ST.INT.DPRT,3136000,3400000,3851000,3698000,..
Georgia,GEO,"""Population density (people per sq. km of land area)""",EN.POP.DNST,65.17505861,65.21405578,65.22278596,65.27520207,..
Georgia,GEO,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,1078125,1077861,1077597,1077333,..
Georgia,GEO,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,335850,341842,347524,352762,..
Georgia,GEO,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,370702,375743,380544,384927,..
Georgia,GEO,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,1277772,1269177,1259750,1249601,..
Georgia,GEO,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,1206414,1200354,1193190,1185303,..
Georgia,GEO,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,201890,203824,205790,207660,..
Georgia,GEO,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,332648,336565,341205,346296,..
Georgia,GEO,"""Population, female""",SP.POP.TOTL.FE.IN,1946270,1947584,1948480,1948659,..
Georgia,GEO,"""Population, male""",SP.POP.TOTL.MA.IN,1779006,1779921,1779524,1777890,..
Georgia,GEO,"""Population, total""",SP.POP.TOTL,3725276,3727505,3728004,3726549,..
Germany,DEU,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Germany,DEU,"""Income share held by lowest 20%""",SI.DST.FRST.20,7.8,7.6,..,..,..
Germany,DEU,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,80.64146341,80.9902439,80.99268293,80.99268293,..
Germany,DEU,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,3.9,3.8,3.7,3.7,..
Germany,DEU,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,97,97,97,97,..
Germany,DEU,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,41139.54457,42098.92045,44240.04411,47603.02763,..
Germany,DEU,"""International tourism, number of arrivals""",ST.INT.ARVL,34970000,35555000,37452000,38881000,..
Germany,DEU,"""International tourism, number of departures""",ST.INT.DPRT,83737000,90966000,92402000,108542000,..
Germany,DEU,"""Population density (people per sq. km of land area)""",EN.POP.DNST,234.1536686,235.7129294,236.5954946,237.3709698,..
Germany,DEU,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,7793307,7843290,7893815,7944887,..
Germany,DEU,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,5244648,5319142,5387589,5468458,..
Germany,DEU,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,5551821,5645814,5730374,5824229,..
Germany,DEU,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,26460588,26593968,26580724,26523703,..
Germany,DEU,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,27096808,27258703,27293368,27296422,..
Germany,DEU,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,7526372,7636022,7713291,7784757,..
Germany,DEU,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,9806374,9895020,9951656,10008212,..
Germany,DEU,"""Population, female""",SP.POP.TOTL.FE.IN,41511610,41808130,41919970,42000374,..
Germany,DEU,"""Population, male""",SP.POP.TOTL.MA.IN,40175001,40540539,40737032,40905408,..
